seed,slot,routine,f_in,samples,present,cov,v50,vis_frac,gluma
6700000,5,406,605,91,91,0.4243,2.579,1.0000,92.7
6700000,1,293,605,163,158,0.3273,2.400,0.8481,81.3
6700000,2,55,620,178,170,0.3273,0.691,0.2882,79.8
6700000,5,266,1060,229,229,0.9041,1.257,0.5983,72.7
6700000,5,380,2205,124,124,1.0000,2.665,1.0000,81.2
6700000,3,74,1375,311,306,0.9759,1.394,0.6765,76.6
6700000,5,335,2825,161,161,0.6871,1.755,0.5839,51.7
6700000,1,109,1725,396,389,0.5018,1.433,0.5013,67.7
6700000,2,549,3025,218,209,0.0914,0.834,0.3923,50.8
6700000,1,191,3995,201,190,0.4976,0.359,0.0053,109.5
6700000,5,71,3630,319,319,0.6508,0.858,0.3197,86.1
6700000,3,149,4125,217,209,0.5663,0.660,0.2392,101.2
6700000,2,558,4600,207,198,0.5909,0.359,0.0000,58.8
6700000,5,625,5225,203,203,0.5871,1.940,0.6995,36.3
6700000,1,510,5475,207,202,0.4032,2.564,0.9109,49.8
6700000,3,141,5835,194,190,0.3606,1.082,0.7947,66.5
6700000,2,574,6345,176,31,0.0153,1.475,1.0000,81.9
6700000,1,174,6600,218,213,0.1269,1.621,0.5634,86.1
6700000,5,107,6240,311,287,0.2804,1.258,0.6794,83.2
6700000,5,409,7795,143,127,0.4286,2.335,0.9134,73.7
6700000,2,495,7860,207,199,0.1419,3.967,0.9045,79.9
6700000,3,575,8120,157,129,0.0245,0.879,0.5891,80.8
6700000,1,56,8005,202,189,0.3172,1.569,0.6878,82.6
6700000,5,373,8510,175,93,0.1423,0.928,0.7204,107.8
6700000,3,607,9535,148,0,0.0022,0.460,0.0000,156.0
6700000,5,629,9385,287,229,0.1372,0.408,0.0524,158.2
6700000,2,221,9825,296,283,0.2166,0.853,0.3039,131.2
6700000,1,217,9605,346,313,0.1117,1.337,0.3131,126.0
6700000,5,49,10820,165,146,0.3605,2.311,0.8014,35.0
6700000,3,616,11010,165,99,0.0512,0.789,0.6364,59.4
6700000,5,14,11645,130,84,0.0667,0.342,0.0000,143.7
6700000,2,564,11840,191,178,0.0784,0.324,0.0000,144.3
6700000,5,183,12295,289,265,0.0955,0.412,0.0000,130.1
6700000,1,197,12505,229,216,0.0948,0.456,0.0000,133.9
6700000,5,323,13740,60,0,0.0000,0.000,0.0000,38.2
6700000,5,469,14040,192,183,0.8478,0.238,0.0000,77.7
6700000,3,82,14110,178,168,0.8642,0.139,0.0000,77.9
6700000,2,523,14065,228,217,0.2696,0.687,0.1060,77.6
6700000,1,219,14460,241,224,0.1308,0.651,0.0357,84.4
6700000,5,453,15000,162,122,0.1925,0.455,0.0164,84.1
6700000,5,378,15810,111,47,0.0221,1.791,1.0000,103.9
6700000,2,511,15905,125,76,0.0332,1.769,0.7237,128.8
6700000,5,475,16365,127,108,0.3208,2.487,0.7130,126.5
6700000,5,420,17000,168,168,0.5710,5.690,1.0000,61.0
6700000,1,142,16580,285,280,0.5179,5.446,0.9643,67.8
6700000,2,81,17375,126,121,0.1986,0.589,0.0000,48.9
6700000,3,32,17085,184,59,0.0422,0.103,0.0000,51.7
6700000,5,234,17840,33,33,0.8639,8.025,1.0000,9.2
