event,frame,slot,routine,name,role,cls,blend,peak,life,mood,span,off,wild,hrot,tz,tx,ty,tr,schemeA,schemeB,leg
spawn,3459247,2,583,560 gear silhouettes,3,0,2,115,965,2,17000,15952,0,0,1.1575,0.2294,-0.2671,5.3856,58,1,3378
spawn,3459384,3,203,180 hilbert weave,3,0,2,101,545,2,9187,29705,0,2,2.1716,0.0365,-0.1941,3.4907,58,1,3378
spawn,3459499,4,430,407 geodesic dome,0,0,0,256,687,0,17000,10015,0,0,1.0208,0.0000,0.0000,0.8976,58,1,3378
spawn,3460191,4,382,359 star cloud,0,0,0,256,794,2,17000,21093,0,0,1.2362,0.0000,0.0000,5.2859,1,116,3379
spawn,3460957,2,59,036 epicycle lace,2,0,1,124,835,2,17000,32580,0,0,0.4103,-0.2176,0.0059,1.4960,1,116,3379
spawn,3461132,1,74,051 firework garden,1,0,1,142,1015,2,22000,10284,0,0,0.6915,0.0576,-0.0906,1.5957,116,24,3380
spawn,3461136,4,361,338 warped plasma,0,0,0,256,792,2,17000,15913,0,0,1.2082,0.0000,0.0000,1.7952,116,24,3380
spawn,3462010,4,269,246 sinew strands,1,0,0,256,769,1,17000,21701,0,0,1.3742,0.0000,0.0000,6.1835,116,24,3380
spawn,3462554,4,491,468 hue clouds,0,0,0,256,858,0,17000,5580,0,0,1.1622,0.0000,0.0000,2.0944,24,139,3381
spawn,3462953,3,544,521 star bolt,3,0,1,82,485,0,4387,22034,0,0,2.3994,0.1424,0.1682,1.2965,24,139,3381
spawn,3463210,1,194,171 physarum veil,2,0,1,142,1003,0,14500,29788,0,0,2.3440,-0.2906,0.1047,4.4880,139,16,3382
spawn,3463244,2,32,009 lissa web,2,0,1,127,1224,0,8103,15027,0,0,1.3894,0.0529,-0.0506,5.5851,139,16,3382
spawn,3463476,4,441,418 breathing rings,0,0,0,256,1450,1,17000,9106,0,0,1.2353,0.0000,0.0000,4.2885,139,16,3382
spawn,3464901,4,318,295 meander key,1,0,0,256,606,2,17000,27515,0,0,1.2863,0.0000,0.0000,0.1995,16,158,3383
spawn,3465339,4,426,403 damascus steel,0,0,0,256,1476,0,17000,10323,0,0,1.3077,0.0000,0.0000,2.8923,158,44,3384
spawn,3465663,1,193,170 gyroid veil,2,0,1,158,881,0,13062,24626,0,0,1.2930,-0.2482,-0.1800,4.1888,158,44,3384
spawn,3466054,2,574,551 hummingbirds,3,0,1,105,531,0,7875,1517,0,1,2.3686,-0.2859,0.0624,5.3856,158,44,3384
spawn,3466550,3,79,056 ribbon swarm,2,0,1,95,1118,0,3117,16972,0,0,0.4657,0.1588,-0.2506,0.4987,44,155,3385
spawn,3466896,4,40,017 metaball kiss,0,0,0,256,1169,0,17000,1654,0,0,1.1811,0.0000,0.0000,5.5851,44,155,3385
spawn,3467516,4,371,348 dawn clouds,0,0,0,256,864,1,17000,25722,0,0,1.1260,0.0000,0.0000,0.7979,155,152,3386
spawn,3468138,2,77,054 starfield warp,2,0,1,119,1273,1,10375,11061,0,0,1.6871,-0.1118,0.1988,3.1915,155,152,3386
spawn,3468245,1,600,577 matrix sparse spark,2,0,1,147,1513,1,17000,19930,118,0,1.2129,-0.2647,-0.1965,2.7925,155,152,3386
spawn,3468489,4,365,342 soft checker plasma,0,0,0,256,901,2,17000,474,0,0,1.0685,0.0000,0.0000,0.5984,152,56,3387
spawn,3469014,3,602,579 matrix pileup,2,0,4,90,816,2,6000,25515,0,0,1.8595,0.2012,0.2553,4.4880,152,56,3387
spawn,3469377,4,455,432 crumple dye,0,0,0,256,1131,0,17000,4921,0,0,1.2773,0.0000,0.0000,1.5957,56,134,3388
spawn,3470339,2,551,528 lightning comet,3,0,1,105,409,0,7048,20827,0,0,2.2126,0.1682,-0.2976,0.4987,134,100,3389
spawn,3470477,1,347,324 braid ropes,1,0,1,142,837,0,13250,12050,42,1,1.0076,-0.0247,-0.1706,5.0864,134,100,3389
spawn,3470547,4,479,456 lava wall,0,0,0,256,885,0,17000,28411,0,0,1.1564,0.0000,0.0000,0.1995,134,100,3389
spawn,3471039,3,572,549 paper planes,3,0,1,111,388,0,4306,5369,117,1,1.9067,0.1729,0.0271,3.0917,134,100,3389
spawn,3471519,4,362,339 plasma lozenge,0,0,0,256,789,1,17000,20944,0,0,1.0545,0.0000,0.0000,0.5984,100,101,3390
spawn,3472068,2,171,148 pendulum wave,3,0,1,102,631,1,13781,6240,0,0,1.4921,0.3000,0.1518,1.6955,100,101,3390
spawn,3472382,4,119,096 scanline butterfly,1,0,0,256,1121,1,17000,29829,0,0,1.3348,0.0000,0.0000,3.2912,100,101,3390
spawn,3473098,3,607,584 filament web,3,0,1,111,552,1,7312,12533,0,0,0.9296,-0.0294,-0.1941,0.4987,101,112,3391
spawn,3473293,1,346,323 brush strokes,1,0,1,162,597,1,17000,5395,13,0,2.3399,0.0882,-0.2059,0.2992,101,112,3391
spawn,3473381,2,116,093 cathedral fan,2,0,1,118,1125,1,13812,22349,36,2,0.6320,0.2388,-0.2129,0.5984,101,112,3391
spawn,3473579,4,53,030 octa facets,0,0,0,256,827,2,17000,25657,0,0,1.2830,0.0000,0.0000,2.6928,112,120,3392
spawn,3473585,4,48,025 ember triad,0,0,0,256,1249,0,17000,378,0,0,1.1795,0.0000,0.0000,2.8923,112,120,3392
spawn,3473591,4,393,370 deep water,0,0,0,256,887,1,17000,1698,0,0,1.2740,0.0000,0.0000,1.7952,112,120,3392
spawn,3474536,1,81,058 fountain arcs,2,0,1,137,1150,1,16078,14147,35,0,2.3111,0.1729,0.2412,4.3883,120,52,3393
spawn,3474592,4,403,380 dry lakebed,0,0,0,256,775,1,17000,7670,0,0,1.3841,0.0000,0.0000,2.7925,120,52,3393
spawn,3475012,3,532,509 lightning circle,3,0,1,81,355,1,6890,31443,0,0,0.4082,-0.0929,-0.1494,0.1995,120,52,3393
spawn,3475422,2,27,004 mirror truchet,2,0,1,127,846,1,15125,20816,0,0,2.3645,-0.0224,0.2482,2.6928,120,52,3393
spawn,3475485,4,358,335 aurora dome,1,0,0,256,575,1,17000,10767,0,0,1.3447,0.0000,0.0000,0.7979,52,102,3394
spawn,3475888,4,317,294 wisteria,1,0,0,256,744,2,17000,32746,0,0,1.1778,0.0000,0.0000,0.6981,52,102,3394
spawn,3476281,4,486,463 julia drift,0,0,0,256,716,2,32768,10991,0,0,1.2822,0.0000,0.0000,5.2859,52,102,3394
spawn,3476629,1,604,581 matrix corners,2,0,1,134,784,2,17000,29478,0,0,2.2968,-0.2318,-0.1000,3.0917,102,117,3395
spawn,3477029,4,406,383 satin ripples,0,0,0,256,936,1,17000,17622,0,0,1.3553,0.0000,0.0000,2.9920,102,117,3395
spawn,3477584,2,146,123 apollonian,3,0,1,112,794,1,8000,24818,69,0,1.1308,-0.2929,0.1612,2.8923,117,20,3396
spawn,3477771,3,132,109 rain pond,3,0,1,109,1193,1,7156,5169,11,1,1.6584,-0.2835,0.1776,5.8843,117,20,3396
spawn,3478020,4,440,417 sun halo,0,0,0,256,881,0,17000,30911,0,0,1.2937,0.0000,0.0000,0.7979,117,20,3396
spawn,3478742,1,335,312 membrane web,1,0,1,141,752,0,14500,19477,0,0,0.9768,0.0741,-0.2035,4.5877,20,153,3397
spawn,3478991,4,121,098 gear flower quad,0,0,0,256,1188,1,17000,10531,0,0,1.3849,0.0000,0.0000,3.0917,20,153,3397
spawn,3479343,2,616,593 lantern drift,3,0,1,101,570,1,14093,30893,0,0,0.9317,-0.1682,-0.1800,4.5877,20,153,3397
spawn,3479993,3,62,039 butterfly lace,2,0,1,90,390,1,6312,25052,0,2,0.6853,-0.1259,0.0859,0.4987,153,15,3398
spawn,3480281,4,69,046 rps trichrome,0,0,0,256,1122,1,17000,1959,0,0,1.1868,0.0000,0.0000,6.0837,153,15,3398
spawn,3480790,2,503,480 tesla coil,3,0,1,123,1414,1,11593,17971,0,0,0.9543,-0.0671,0.1212,3.6901,15,110,3399
spawn,3481093,1,563,540 cloud rift,2,0,1,167,806,1,17000,13121,78,1,2.1757,-0.1118,-0.1518,0.8976,15,110,3399
spawn,3481484,3,593,570 orrery,3,0,1,110,464,1,6906,24967,0,0,2.2886,-0.1682,-0.2671,2.1941,15,110,3399
spawn,3481505,4,47,024 munch frost,0,0,0,256,1253,0,17000,5765,0,0,1.2411,0.0000,0.0000,4.8869,15,110,3399
spawn,3482507,1,214,191 hopf weave,2,0,1,178,1549,0,14531,28967,9,0,2.1305,-0.1188,0.0365,6.1835,110,76,3400
spawn,3482768,4,459,436 wet washes,0,0,0,256,638,0,17000,18203,0,0,1.3660,0.0000,0.0000,4.0891,76,10,3401
spawn,3483138,3,588,565 pinion ladder,3,0,1,83,413,0,4113,6213,0,2,1.7323,-0.2106,0.2200,3.9893,76,10,3401
spawn,3483377,2,502,479 spider lightning,3,0,1,119,630,0,7013,1320,171,0,2.3707,0.1094,0.0953,5.4853,76,10,3401
spawn,3483443,4,451,428 soft tartan,0,0,0,256,753,1,17000,22782,0,0,1.2592,0.0000,0.0000,3.3909,76,10,3401
spawn,3484216,4,468,445 alcohol ink,0,0,0,256,819,2,17000,13513,0,0,1.2781,0.0000,0.0000,2.7925,10,136,3402
spawn,3484570,3,575,552 koi shapes,3,0,2,110,243,2,10429,26862,0,2,1.1636,-0.0224,-0.0600,1.5957,10,136,3402
spawn,3484779,1,305,282 comb jelly,1,0,1,131,543,2,17000,1106,0,0,1.1041,-0.2412,0.0176,0.9973,136,68,3403
spawn,3485024,2,580,557 gear pair,3,0,2,115,686,2,17000,18621,0,0,0.5663,0.1965,0.0506,0.0997,136,68,3403
spawn,3485118,4,253,230 nebula wisps,1,0,0,256,684,0,17000,25730,0,0,1.1416,0.0000,0.0000,1.6955,136,68,3403
spawn,3485608,4,106,083 patch quilt,0,0,0,256,1171,0,17000,13490,0,0,1.3216,0.0000,0.0000,0.8976,136,68,3403
spawn,3485976,3,215,192 steiner pearls,3,0,1,95,770,0,3839,29544,0,0,1.3073,0.2600,-0.0059,0.0997,68,74,3404
spawn,3486573,2,185,162 orbital lobes,2,0,1,134,612,0,6714,24253,0,1,0.5416,-0.2412,-0.1612,4.9867,68,74,3404
spawn,3486803,1,257,234 wave terraces,2,0,1,136,1141,0,14281,4677,0,0,0.9358,-0.1871,-0.0882,1.7952,74,35,3405
spawn,3486811,4,26,003 hex snowfold,0,0,0,256,676,1,17000,20190,0,0,1.2066,0.0000,0.0000,0.5984,74,35,3405
spawn,3487580,4,384,361 gas pillars,0,0,0,256,635,2,17000,30079,0,0,1.3619,0.0000,0.0000,0.4987,74,35,3405
spawn,3488191,4,327,304 twill weave,0,0,0,256,960,0,17000,18306,0,0,1.0718,0.0000,0.0000,5.5851,35,12,3406
spawn,3488674,3,560,537 pylon arcs,3,0,1,80,455,0,4519,2780,0,0,1.3935,0.0929,0.1212,4.1888,35,12,3406
spawn,3489082,1,230,207 ribbed drape,1,0,1,165,973,0,14093,12448,0,2,1.4757,0.1024,0.1212,4.9867,12,32,3407
spawn,3489171,4,72,049 voronoi breath,0,0,0,256,1347,1,17000,23379,0,0,1.0570,0.0000,0.0000,1.3963,12,32,3407
spawn,3489583,2,63,040 maurer rose,2,0,1,140,534,1,14000,1762,111,2,2.2065,-0.3000,-0.2741,4.2885,12,32,3407
spawn,3490052,3,624,601 glyph glints,3,0,1,94,332,1,5796,16836,0,0,1.5537,-0.0129,0.1776,5.1861,32,14,3408
spawn,3490517,4,368,345 tri plasma,0,0,0,256,844,2,17000,31981,0,0,1.2608,0.0000,0.0000,3.3909,32,14,3408
spawn,3490962,2,220,197 fern dust,3,0,2,135,549,2,17000,15833,156,0,1.6748,0.0647,0.1824,4.6875,14,130,3409
spawn,3491260,1,162,139 harmonic orb,2,0,1,130,427,2,17000,24756,107,0,0.6915,0.1682,-0.1400,2.9920,14,130,3409
spawn,3491387,3,571,548 soap bubbles,3,0,2,72,340,2,9164,7508,54,1,1.1821,-0.0929,-0.2176,0.1995,14,130,3409
spawn,3491434,4,117,094 thread web,0,0,0,256,741,0,17000,11473,0,0,1.3718,0.0000,0.0000,4.4880,14,130,3409
spawn,3492032,2,506,483 sea lightning,3,0,1,120,437,0,7119,16108,0,0,1.9006,-0.1188,0.2953,3.7899,130,53,3410
spawn,3492267,4,209,186 marbling,0,0,0,256,668,2,32768,30266,0,0,1.2789,0.0000,0.0000,2.8923,130,53,3410
spawn,3492935,1,356,333 tulle gather,1,0,1,150,457,2,17000,14082,0,0,0.4718,0.0600,-0.0624,6.0837,53,109,3411
spawn,3493031,4,24,001 kaleido rose,0,0,0,256,954,1,17000,22913,0,0,1.1984,0.0000,0.0000,4.3883,53,109,3411
spawn,3493391,4,471,448 wood grain,0,0,0,256,515,2,17000,886,0,0,1.1293,0.0000,0.0000,1.2965,53,109,3411
spawn,3493696,3,170,147 tesseract drift,3,0,2,97,711,2,7429,6791,64,0,2.1305,-0.0859,-0.0694,4.8869,53,109,3411
spawn,3493887,2,517,494 upward streamers,3,0,2,113,807,2,17000,22575,90,0,2.2660,-0.1212,0.1000,0.8976,53,109,3411
spawn,3493930,4,64,041 cyclic bloom,0,0,0,256,1507,1,17000,17251,0,0,1.3027,0.0000,0.0000,1.8949,109,148,3412
spawn,3494531,1,65,042 bz pinwheel,2,0,1,128,937,1,17000,31195,0,0,0.6094,-0.2859,-0.2341,5.5851,109,148,3412
spawn,3495542,4,326,303 sand dollars,1,0,0,256,601,2,17000,24082,0,0,1.0389,0.0000,0.0000,0.4987,148,98,3413
spawn,3496021,3,150,127 dipole filings,3,0,2,90,809,2,7101,8858,0,0,1.7364,0.1988,0.2035,0.6981,98,11,3414
spawn,3496225,1,603,580 matrix rising,1,0,1,146,940,2,22000,32253,0,0,1.2252,-0.0624,0.1188,1.6955,98,11,3414
spawn,3496251,4,397,374 god rays,0,0,0,256,886,1,17000,3373,0,0,1.0479,0.0000,0.0000,5.0864,98,11,3414
spawn,3496758,2,618,595 mote swarm,3,0,4,90,409,1,14312,21586,0,0,0.4431,0.0412,-0.2788,4.5877,98,11,3414
spawn,3497280,4,298,275 smoke rings,1,0,0,256,884,1,17000,13773,0,0,1.4096,0.0000,0.0000,1.0971,11,133,3415
spawn,3497898,4,364,341 nested sines,0,0,0,256,853,2,17000,32698,0,0,1.3249,0.0000,0.0000,4.6875,11,133,3415
spawn,3498202,3,586,563 corner train,3,0,2,83,245,2,9492,17048,0,0,2.0997,0.1471,0.1612,1.8949,133,103,3416
spawn,3498297,2,178,155 knot loom,2,0,2,98,576,2,17000,8513,0,0,1.0056,0.1494,0.1965,1.4960,133,103,3416
spawn,3498501,1,213,190 glenz vectors,2,0,2,98,566,2,17000,24156,0,0,1.2950,0.2529,0.1800,1.1968,133,103,3416
spawn,3498745,4,367,344 silk bands,0,0,0,256,1194,2,17000,4247,0,0,1.4236,0.0000,0.0000,5.8843,133,103,3416
spawn,3499405,3,594,571 clockwork pendulum,3,0,2,75,511,2,9585,11464,81,0,1.3894,0.2012,0.0718,2.4933,103,135,3417
spawn,3499707,1,109,086 gem orbit,2,0,1,140,1162,2,17000,18135,0,0,1.3648,-0.1329,-0.1424,5.6848,103,135,3417
spawn,3499836,2,175,152 pentagrid lattice,2,0,2,84,1103,2,17000,30482,9,1,2.3974,-0.2435,0.1353,2.7925,103,135,3417
spawn,3500004,4,404,381 silk folds,0,0,0,256,712,0,17000,7739,0,0,1.1926,0.0000,0.0000,4.9867,103,135,3417
spawn,3500776,4,73,050 turing spots,1,0,0,256,1103,2,17000,2976,0,0,1.1400,0.0000,0.0000,2.8923,135,43,3418
spawn,3501446,3,608,585 constellation connect,3,0,2,70,632,2,9656,8521,159,1,1.5126,0.0200,0.2953,0.0997,43,143,3419
spawn,3501718,1,188,165 vortex street,2,0,1,176,1012,2,17000,20522,27,2,1.1123,-0.1965,0.0553,3.4907,43,143,3419
spawn,3501857,2,58,035 string cardioid,2,0,1,121,481,2,14625,28674,19,1,2.4569,-0.0271,0.1188,5.5851,43,143,3419
spawn,3501870,4,380,357 twilight glow,0,0,0,256,766,1,17000,15626,0,0,1.0858,0.0000,0.0000,2.1941,43,143,3419
spawn,3502594,4,87,064 starburst forge,0,0,0,256,1281,1,17000,5380,0,0,1.0479,0.0000,0.0000,3.1915,143,147,3420
spawn,3503214,2,494,471 ball lightning,3,0,1,118,513,1,11343,11795,0,0,1.1267,-0.1588,-0.0459,0.0000,147,131,3421
spawn,3503462,3,82,059 binary dance,3,0,1,110,604,1,6484,24851,0,0,2.4754,0.2129,0.1212,5.3856,147,131,3421
spawn,3503666,1,141,118 harmonic lantern,2,0,1,129,1458,1,17000,19597,148,0,1.5147,0.1541,-0.0765,1.1968,147,131,3421
spawn,3503858,4,477,454 heat contours,0,0,0,256,885,2,17000,30175,0,0,1.0225,0.0000,0.0000,5.4853,147,131,3421
spawn,3504745,2,609,586 fireflies,3,0,4,90,608,2,17000,8388,0,0,1.9868,-0.2576,0.2271,4.2885,131,20,3422
spawn,3504847,4,232,209 smoke field,1,0,0,256,938,1,17000,2713,0,0,1.3430,0.0000,0.0000,2.9920,131,20,3422
spawn,3505425,3,528,505 lightning spiral,3,0,1,74,418,1,6390,26827,0,0,2.3009,0.0341,-0.1188,5.7845,20,78,3423
spawn,3505640,4,422,399 brushed metal,0,0,0,256,800,2,17000,13859,0,0,1.0529,0.0000,0.0000,2.8923,20,78,3423
spawn,3505949,1,290,267 dragon scales,1,0,1,149,411,2,17000,5234,0,0,0.8762,0.0741,0.0129,5.3856,20,78,3423
spawn,3506208,2,577,554 spinning tops,3,0,2,127,308,2,17000,29720,4,1,0.7962,0.2765,-0.1118,1.1968,78,6,3424
spawn,3506528,4,482,459 soft kaleido,0,0,0,256,654,2,17000,20739,0,0,1.2633,0.0000,0.0000,3.2912,78,6,3424
spawn,3507130,4,424,401 hammered metal,0,0,0,256,662,2,17000,5068,0,0,1.3258,0.0000,0.0000,5.7845,78,6,3424
spawn,3507673,3,507,484 lightning ring,3,0,2,97,349,2,9093,23256,0,0,0.8988,-0.2906,-0.2412,4.1888,6,87,3425
spawn,3507773,2,100,077 mycelium veil,2,0,2,97,651,2,17000,32012,0,2,1.3689,-0.0412,0.1165,3.0917,6,87,3425
spawn,3507815,4,432,409 soft facets,0,0,0,256,738,1,17000,11755,0,0,1.2682,0.0000,0.0000,3.5904,6,87,3425
spawn,3508309,1,320,297 quasi penrose,1,0,1,153,855,1,17000,5431,98,1,1.0795,-0.0247,-0.0271,3.8896,87,136,3426
spawn,3508697,4,333,310 oil rings,1,0,0,256,971,1,17000,22456,0,0,1.0307,0.0000,0.0000,2.7925,87,136,3426
spawn,3509138,3,167,144 newton filigree,3,0,1,78,595,1,7296,31319,0,0,0.8762,0.2247,0.2059,1.9947,87,136,3426
spawn,3509351,2,164,141 chladni sand,3,0,1,126,1258,1,14281,13888,0,0,2.3111,0.1471,0.0200,1.9947,136,126,3427
spawn,3509669,4,21,asm,0,1,0,256,153,0,17000,9081,0,0,1.4236,0.0000,0.0000,0.3989,136,126,3427
spawn,3509939,4,490,467 chrome ripples,0,0,0,256,679,0,17000,28065,0,0,1.0899,0.0000,0.0000,5.8843,136,126,3427
spawn,3510183,4,268,245 orbit rings,1,0,0,256,1589,1,17000,21041,0,0,1.0948,0.0000,0.0000,1.7952,136,126,3427
spawn,3510423,4,11,asm,0,0,0,256,483,1,17000,1988,0,0,1.1860,0.0000,0.0000,3.9893,126,170,3428
spawn,3510663,4,19,asm,0,1,0,256,243,2,17000,19080,0,0,1.3471,0.0000,0.0000,3.7899,126,170,3428
spawn,3510978,4,86,063 spiral zoom,0,0,0,256,1263,2,17000,2084,0,0,1.3537,0.0000,0.0000,0.6981,126,170,3428
spawn,3511474,2,613,590 plankton wake,3,0,4,90,506,2,17000,17212,0,1,2.1223,0.2553,0.2388,5.3856,170,88,3429
spawn,3511741,1,278,255 lotus layers,1,0,1,143,587,2,17000,26704,0,2,1.6194,0.0929,-0.1118,5.3856,170,88,3429
spawn,3511916,3,501,478 crawler arcs,3,0,2,103,370,2,9187,12763,0,0,1.3997,0.2906,-0.2341,0.7979,170,88,3429
spawn,3512182,4,44,021 ripple duet,0,0,0,256,1478,2,17000,7251,0,0,1.3249,0.0000,0.0000,6.2832,170,88,3429
spawn,3513169,2,179,156 apollonian tide,3,0,2,79,935,2,17000,23756,0,0,1.2519,0.2106,-0.1659,2.4933,88,11,3430
spawn,3513326,1,330,307 lily pads,1,0,1,142,1480,2,17000,16291,0,0,1.9416,-0.1847,-0.2929,0.3989,88,11,3430
spawn,3513665,4,385,362 supernova shells,0,0,0,256,1134,1,17000,31346,0,0,1.2855,0.0000,0.0000,0.9973,11,162,3431
spawn,3514276,3,614,591 star trails,3,0,1,73,272,1,7000,4057,0,0,0.5909,0.1188,-0.2788,0.5984,11,162,3431
spawn,3514836,4,478,455 isobar map,0,0,0,256,741,2,17000,23261,0,0,1.4137,0.0000,0.0000,3.4907,162,42,3432
spawn,3515596,3,576,553 origami cranes,3,0,2,100,329,2,10195,6715,93,0,1.5311,0.0271,0.2318,2.0944,42,14,3433
spawn,3515668,4,633,610 flame ifs,0,0,0,256,1289,1,17000,15304,0,0,1.4359,0.0000,0.0000,6.0837,42,14,3433
spawn,3516293,1,598,575 matrix slow mutation,2,0,4,90,888,1,16898,29603,0,1,1.5167,0.0976,0.2247,0.7979,42,14,3433
spawn,3516494,2,130,107 stereographic cage,3,0,1,138,1331,1,11750,5346,0,0,1.0323,0.2294,0.1094,5.1861,14,64,3434
spawn,3517064,4,292,269 velvet folds,1,0,0,256,973,2,17000,10406,0,0,1.0373,0.0000,0.0000,2.1941,14,64,3434
spawn,3517719,3,191,168 schotter drift,2,0,1,98,322,2,7500,23967,0,0,1.9478,0.2482,-0.2765,2.2939,64,93,3435
spawn,3517953,1,169,146 apollonian rings,2,0,2,103,723,2,22000,28749,0,2,0.7100,-0.1941,-0.2129,4.8869,64,93,3435
spawn,3518164,4,428,405 velvet nap,0,0,0,256,782,2,17000,2870,0,0,1.0636,0.0000,0.0000,2.6928,64,93,3435
spawn,3518795,2,56,033 rose engine,2,0,1,129,683,2,17000,16720,27,1,0.9830,-0.2247,-0.2647,2.4933,93,175,3436
spawn,3519021,4,115,092 greek key panel,0,0,0,256,1616,1,17000,8000,0,0,1.4244,0.0000,0.0000,1.5957,93,175,3436
spawn,3519926,1,103,080 tendril rose,2,0,1,149,1511,1,17000,28810,0,0,1.8267,0.0012,-0.0859,4.5877,175,133,3437
spawn,5100000,0,299,276 marble kaleido,1,0,0,256,920,1,17000,16474,0,0,1.2452,0.0000,0.0000,4.7872,61,62,4980
spawn,5100098,4,68,045 lenia bloom,0,0,0,256,1425,1,17000,32275,0,0,1.1992,0.0000,0.0000,2.6928,61,62,4980
spawn,5100407,2,492,469 forked bolt,3,0,1,130,857,1,13968,18923,29,1,2.3399,-0.2647,0.0318,3.2912,61,62,4980
spawn,5100724,1,323,300 eyelet lace,1,0,1,169,551,1,17000,10203,115,0,1.8185,0.0647,-0.0294,3.2912,62,26,4981
spawn,5100957,3,600,577 matrix sparse spark,2,0,1,80,490,1,5718,26433,0,0,2.2475,0.1871,0.1447,4.5877,62,26,4981
spawn,5101662,4,382,359 star cloud,0,0,0,256,717,1,17000,5255,0,0,1.1827,0.0000,0.0000,5.5851,26,113,4982
spawn,5102112,3,214,191 hopf weave,2,0,4,90,656,1,7265,22105,0,0,0.4082,-0.0106,-0.2341,5.4853,26,113,4982
spawn,5102241,2,518,495 lightning wheel,3,0,1,106,1046,1,10593,14600,0,0,1.2601,0.0153,-0.2106,3.1915,26,113,4982
spawn,5102423,4,390,367 stellar nursery,0,0,0,256,712,1,17000,29827,0,0,1.1597,0.0000,0.0000,5.4853,26,113,4982
spawn,5103153,1,354,331 mosaic wave,1,0,1,165,630,1,17000,4360,96,1,1.4654,0.2459,-0.0341,3.1915,113,110,4983
spawn,5103322,4,454,431 bullseye tiedye,0,0,0,256,779,2,17000,10596,0,0,1.1022,0.0000,0.0000,1.4960,113,110,4983
spawn,5104129,4,488,465 frost feathers,0,0,0,256,570,1,17000,23173,0,0,1.4145,0.0000,0.0000,0.3989,110,116,4984
spawn,5104591,3,538,515 frozen twins,3,0,1,89,376,1,7468,7069,0,0,2.4795,0.0788,-0.2576,3.3909,110,116,4984
spawn,5104800,2,187,164 kolam loom,3,0,4,90,616,1,10937,31346,170,1,2.1305,-0.0882,0.2129,5.8843,116,48,4985
spawn,5104845,4,484,461 curtain folds,0,0,0,256,729,1,17000,14829,0,0,1.3718,0.0000,0.0000,3.0917,116,48,4985
spawn,5105278,1,208,185 sandpile,2,0,1,164,1437,1,17000,21437,0,0,0.8475,0.2365,-0.0247,3.9893,116,48,4985
spawn,5105621,4,182,159 caustic veil,1,0,0,256,1528,2,17000,8213,0,0,1.3652,0.0000,0.0000,1.8949,116,48,4985
spawn,5106305,3,526,503 lightning script,3,0,2,64,525,2,10640,31538,0,0,0.4780,-0.1024,0.2906,3.7899,48,147,4986
spawn,5106995,2,204,181 icosahedral mirror,2,0,2,64,929,2,17000,15212,33,0,0.9953,0.0976,-0.1471,1.7952,147,114,4987
spawn,5107249,4,393,370 deep water,0,0,0,256,789,2,17000,28853,0,0,1.4400,0.0000,0.0000,1.3963,147,114,4987
spawn,5107684,1,519,496 storm horizon,2,0,2,106,1319,2,17000,5878,0,0,0.7305,-0.1988,0.2082,0.6981,147,114,4987
spawn,5108027,4,442,419 ring moire,0,0,0,256,710,2,17000,23030,0,0,1.2888,0.0000,0.0000,1.2965,114,126,4988
spawn,5108596,2,185,162 orbital lobes,2,0,1,116,506,2,17000,15364,0,0,1.3299,0.0765,0.2882,0.5984,114,126,4988
spawn,5108714,3,505,482 bolt rain,3,0,2,90,350,2,7500,11329,0,0,2.2845,-0.0318,0.1118,2.7925,114,126,4988
spawn,5108809,4,452,429 soft argyle,0,0,0,256,792,1,17000,30472,0,0,1.4063,0.0000,0.0000,1.4960,126,156,4989
spawn,5109548,1,282,259 chevron stream,1,0,1,133,801,1,17000,12420,157,1,0.5499,-0.0482,-0.1635,5.9840,126,156,4989
spawn,5109591,3,39,016 shadebob rosette,2,0,1,82,449,1,7500,19138,26,1,0.9666,0.1424,0.1212,5.4853,126,156,4989
spawn,5109732,2,611,588 pollen drift,3,0,1,133,477,1,13656,5025,0,0,1.2088,0.0553,-0.0835,4.4880,126,156,4989
spawn,5109736,4,421,398 broken plates,0,0,0,256,765,2,17000,24408,0,0,1.4178,0.0000,0.0000,4.9867,126,156,4989
spawn,5110485,4,336,313 plume spiral,1,0,0,256,723,0,17000,31718,0,0,1.4260,0.0000,0.0000,4.0891,156,39,4990
spawn,5110492,4,411,388 rose window,0,0,0,256,1278,0,17000,29489,0,0,1.2781,0.0000,0.0000,0.2992,156,39,4990
spawn,5111331,2,96,073 frost court,3,0,4,90,932,0,8261,11235,0,0,2.1202,0.2812,0.2224,0.7979,39,45,4991
spawn,5111560,3,180,157 supershape bloom,3,0,1,108,696,0,4113,21349,0,0,2.4815,-0.0435,-0.2882,1.4960,39,45,4991
spawn,5111900,1,309,286 mirror veil,1,0,1,167,1020,0,13750,4141,0,0,0.8660,0.2224,-0.0882,2.6928,45,143,4992
spawn,5111915,4,397,374 god rays,0,0,0,256,765,1,17000,7679,0,0,1.2288,0.0000,0.0000,5.1861,45,143,4992
spawn,5112702,4,313,290 origami folds,0,0,0,256,807,2,17000,19751,0,0,1.0389,0.0000,0.0000,0.7979,45,143,4992
spawn,5113198,2,79,056 ribbon swarm,2,0,2,100,1377,2,14390,28000,0,0,1.3771,0.2624,0.0718,3.6901,143,49,4993
spawn,5113452,3,616,593 lantern drift,3,0,2,86,517,2,10570,5802,5,2,1.5886,-0.2247,0.1847,5.4853,143,49,4993
