event,frame,slot,routine,name,role,cls,blend,peak,life,mood,span,off,wild,hrot,tz,tx,ty,tr,schemeA,schemeB,leg
spawn,6815001,4,6,asm,0,0,0,256,353,1,17000,5715,0,0,1.1926,0.0000,0.0000,3.5904,47,7,6655
spawn,6815429,4,29,006 tri morph,0,0,0,256,766,1,17000,29223,0,0,1.0307,0.0000,0.0000,4.8869,47,7,6655
spawn,6815822,1,265,242 quilted puff,1,0,1,154,658,1,17000,16321,0,0,2.2044,0.0835,0.0365,1.7952,7,73,6656
spawn,6816141,2,201,178 doyle spiral,2,0,1,108,744,1,11843,5333,92,1,1.4141,0.1235,0.2059,0.0997,7,73,6656
spawn,6816195,4,101,078 turing garden,0,0,0,256,910,1,17000,22839,0,0,1.3447,0.0000,0.0000,1.0971,7,73,6656
spawn,6816799,3,76,053 gravity rose,3,0,1,76,685,1,5500,29697,0,0,1.7405,0.2906,0.1518,1.8949,73,35,6657
spawn,6817055,1,225,202 silk veil,1,0,1,137,496,1,17000,14435,124,1,2.1059,-0.0694,0.1847,3.0917,73,35,6657
spawn,6817096,4,412,389 glass blocks,0,0,0,256,792,1,17000,778,0,0,1.2510,0.0000,0.0000,5.2859,73,35,6657
spawn,6817971,3,624,601 glyph glints,3,0,1,91,317,1,5796,24192,0,2,1.9519,0.0624,0.1259,4.4880,35,50,6658
spawn,6818010,4,453,430 spiral tiedye,0,0,0,256,1005,0,17000,7587,0,0,1.3003,0.0000,0.0000,5.8843,35,50,6658
spawn,6818531,1,224,201 lava lamp,2,0,1,168,665,0,11250,29884,64,0,1.3340,0.0412,-0.2647,4.5877,35,50,6658
spawn,6818662,2,608,585 constellation connect,3,0,4,90,573,0,7242,22714,0,0,1.3730,-0.1541,-0.0718,1.8949,35,50,6658
spawn,6819095,4,413,390 cathedral panes,0,0,0,256,710,0,17000,15391,0,0,1.3800,0.0000,0.0000,0.2992,50,119,6659
spawn,6819822,3,179,156 apollonian tide,3,0,1,99,719,0,4184,32300,0,0,0.9194,0.2529,-0.2247,2.0944,50,119,6659
spawn,6819826,4,122,099 racetrack drums,0,0,0,256,1580,1,17000,23022,0,0,1.2904,0.0000,0.0000,0.9973,50,119,6659
spawn,6820326,1,346,323 brush strokes,1,0,1,150,832,1,17000,9527,37,2,1.9109,0.2694,-0.3000,3.9893,119,16,6660
spawn,6821492,4,381,358 nebula veils,0,0,0,256,793,1,17000,6062,0,0,1.1384,0.0000,0.0000,0.8976,16,144,6661
spawn,6821719,2,538,515 frozen twins,3,0,1,136,529,1,14937,19784,126,2,1.9293,-0.3000,-0.1024,4.1888,16,144,6661
spawn,6822063,1,62,039 butterfly lace,2,0,1,165,451,1,17000,26458,0,0,0.6053,-0.2153,-0.0953,3.1915,144,44,6662
spawn,6822257,4,26,003 hex snowfold,0,0,0,256,837,1,17000,14130,0,0,1.2781,0.0000,0.0000,5.1861,144,44,6662
spawn,6822637,3,159,136 dipole lines,2,0,4,90,572,1,7203,380,0,2,0.6196,0.0906,0.0247,4.3883,144,44,6662
spawn,6823089,4,182,159 caustic veil,1,0,0,256,1125,2,17000,25632,0,0,1.0849,0.0000,0.0000,5.8843,44,163,6663
spawn,6823483,1,218,195 aperture star,2,0,2,64,620,2,17000,10578,0,0,1.4592,-0.0741,0.2506,2.4933,44,163,6663
spawn,6823837,2,600,577 matrix sparse spark,2,0,2,64,940,2,17000,17608,0,0,2.3152,-0.2365,0.1047,5.0864,44,163,6663
spawn,6824181,4,474,451 topo contours,0,0,0,256,859,2,17000,3103,0,0,1.3816,0.0000,0.0000,2.3936,163,120,6664
spawn,6825016,4,16,asm,0,1,0,256,518,1,17000,10451,0,0,1.0701,0.0000,0.0000,0.0997,120,122,6665
spawn,6825543,4,435,412 soft sunburst,0,0,0,256,747,1,17000,26227,0,0,1.2090,0.0000,0.0000,4.9867,120,122,6665
spawn,6826000,1,169,146 apollonian rings,2,0,4,90,822,1,14000,10539,146,0,1.1780,-0.0012,0.0129,5.5851,122,177,6666
spawn,6826242,3,96,073 frost court,3,0,2,76,507,1,7343,4166,0,0,2.3584,0.2035,-0.0082,3.2912,122,177,6666
spawn,6826292,4,260,237 dew web,1,0,0,256,833,2,17000,383,0,0,1.2962,0.0000,0.0000,4.6875,122,177,6666
spawn,6826629,4,329,306 paisley field,1,0,0,256,964,1,17000,21055,0,0,1.2477,0.0000,0.0000,3.8896,122,177,6666
spawn,6826869,4,465,442 suminagashi,0,0,0,256,653,2,17000,27248,0,0,1.3800,0.0000,0.0000,4.4880,122,177,6666
spawn,6827427,3,620,597 will o wisp,3,0,2,72,341,2,10242,9639,0,0,2.1469,0.0482,0.2200,3.0917,177,156,6667
spawn,6827520,4,0,asm,0,0,0,256,122,2,17000,2021,0,0,1.3249,0.0000,0.0000,4.4880,177,156,6667
spawn,6827823,4,394,371 cell caustics,0,0,0,256,792,0,17000,21770,0,0,1.0578,0.0000,0.0000,1.7952,177,156,6667
spawn,6828087,2,581,558 gear train,3,0,1,114,984,0,6539,6009,0,0,1.9355,-0.2906,0.0224,6.0837,156,78,6668
spawn,6828448,1,251,228 rope net,1,0,1,154,535,0,12843,29386,46,0,0.4021,-0.2718,0.1800,2.0944,156,78,6668
spawn,6828722,4,35,012 rotozoom kaleido,0,0,0,256,1452,1,17000,15575,0,0,1.2625,0.0000,0.0000,1.6955,156,78,6668
spawn,6829393,3,135,112 vortex ink,3,0,1,104,1113,1,7250,20596,162,0,1.9622,-0.2412,-0.1094,0.3989,78,153,6669
spawn,6829974,2,81,058 fountain arcs,2,0,1,111,1336,1,9187,32109,0,0,1.9560,-0.2247,-0.2694,2.5931,78,153,6669
spawn,6830298,4,222,199 talbot carpet,0,0,0,256,1487,1,17000,8032,0,0,1.0841,0.0000,0.0000,5.1861,153,34,6670
spawn,6830953,1,229,206 breathing membrane,1,0,1,154,1167,1,17000,12563,0,0,0.4636,-0.0106,0.0953,2.4933,153,34,6670
spawn,6831396,3,555,532 stepped leader,3,0,1,94,470,1,6265,18023,0,0,1.3320,-0.1635,-0.1800,2.0944,34,104,6671
spawn,6831811,4,447,424 warped grid,0,0,0,256,693,2,17000,29464,0,0,1.0882,0.0000,0.0000,3.2912,34,104,6671
spawn,6832260,2,594,571 clockwork pendulum,3,0,2,131,689,2,17000,3290,0,0,2.4466,-0.0012,0.2576,0.0000,104,154,6672
spawn,6832327,3,612,589 grinder sparks,3,0,2,96,665,2,10710,25112,0,1,1.7548,-0.1871,0.2082,1.3963,104,154,6672
spawn,6832519,4,386,363 milky band,0,0,0,256,823,2,17000,19117,0,0,1.2855,0.0000,0.0000,6.2832,104,154,6672
spawn,6832958,1,103,080 tendril rose,2,0,4,90,868,2,17000,11644,0,0,1.2663,-0.1894,-0.1965,4.6875,104,154,6672
spawn,6833328,4,456,433 shibori stripes,0,0,0,256,843,2,17000,2308,0,0,1.0907,0.0000,0.0000,4.0891,154,14,6673
spawn,6833755,3,622,599 dandelion seeds,3,0,2,96,403,2,10406,27663,0,0,0.8393,-0.0247,-0.2647,4.7872,154,14,6673
spawn,6833973,2,494,471 ball lightning,3,0,2,120,537,2,17000,5948,0,0,2.1490,-0.1494,-0.0082,3.6901,154,14,6673
spawn,6834170,4,490,467 chrome ripples,0,0,0,256,699,1,17000,19149,0,0,1.3332,0.0000,0.0000,2.0944,154,14,6673
spawn,6835027,4,404,381 silk folds,0,0,0,256,716,1,17000,2405,0,0,1.2411,0.0000,0.0000,5.4853,14,40,6674
spawn,6835594,1,326,303 sand dollars,1,0,1,129,560,1,17000,19107,0,2,0.9440,-0.1259,-0.0953,2.2939,40,141,6675
spawn,6835673,3,213,190 glenz vectors,2,0,1,93,610,1,5656,27591,0,0,2.1757,-0.1400,0.2953,5.9840,40,141,6675
spawn,6835802,2,191,168 schotter drift,2,0,1,125,421,1,10000,9878,0,0,2.3933,-0.1800,-0.2059,5.6848,40,141,6675
spawn,6835824,4,389,366 planetary nebula,0,0,0,256,991,1,17000,31047,0,0,1.1655,0.0000,0.0000,2.4933,40,141,6675
spawn,6836861,3,193,170 gyroid veil,2,0,1,90,467,1,6531,11926,19,1,1.7446,0.0882,-0.1706,5.3856,141,12,6676
spawn,6836908,4,254,231 tide foam,1,0,0,256,1119,2,17000,21813,0,0,1.1474,0.0000,0.0000,1.4960,141,12,6676
spawn,6837615,2,525,502 thunder cell,2,0,2,82,979,2,17000,558,118,2,0.8865,0.2906,-0.1871,0.1995,12,126,6677
spawn,6837653,4,375,352 sunset bands,0,0,0,256,1379,2,17000,7712,0,0,1.3200,0.0000,0.0000,1.4960,12,126,6677
spawn,6838210,3,515,492 helix bolt,3,0,2,72,498,2,10546,24603,172,2,0.5991,0.1400,-0.2388,2.3936,12,126,6677
spawn,6838246,1,100,077 mycelium veil,2,0,2,130,999,2,17000,16003,0,2,1.0323,-0.0929,-0.0059,4.9867,12,126,6677
spawn,6839192,4,477,454 heat contours,0,0,0,256,899,2,17000,28326,0,0,1.3833,0.0000,0.0000,5.7845,126,5,6678
spawn,6839661,3,132,109 rain pond,3,0,2,104,1136,2,10734,4667,0,0,1.4818,0.1635,0.2082,0.0997,5,13,6679
spawn,6839790,2,498,475 frozen bolt,3,0,4,90,392,2,17000,17484,0,0,1.6337,0.0200,0.2859,3.2912,5,13,6679
spawn,6840167,1,157,134 aurora curtain,2,0,1,162,815,2,22000,9892,66,0,1.2786,0.2106,0.1518,3.3909,5,13,6679
spawn,6840175,4,423,400 spun metal,0,0,0,256,682,1,17000,26027,0,0,1.2962,0.0000,0.0000,5.9840,5,13,6679
spawn,6840911,2,150,127 dipole filings,3,0,1,123,1375,1,9468,18997,0,0,1.6789,0.2271,-0.1024,1.9947,13,121,6680
spawn,6840954,4,371,348 dawn clouds,0,0,0,256,610,2,17000,12739,0,0,1.2115,0.0000,0.0000,3.7899,13,121,6680
spawn,6841600,1,216,193 cord braid,2,0,2,93,1083,2,17000,26361,0,0,1.7630,-0.0224,0.1965,2.7925,121,89,6681
spawn,6841647,4,426,403 damascus steel,0,0,0,256,965,0,17000,3148,0,0,1.3142,0.0000,0.0000,3.8896,121,89,6681
spawn,6842065,3,623,600 comet dust,3,0,1,90,503,0,4814,11066,0,0,2.0792,0.1659,-0.2388,4.5877,121,89,6681
spawn,6842627,4,468,445 alcohol ink,0,0,0,256,857,1,17000,30731,0,0,1.1162,0.0000,0.0000,1.0971,89,46,6682
spawn,6843156,2,63,040 maurer rose,2,0,1,136,453,1,14000,14403,0,0,1.2622,0.0412,-0.2647,0.0997,89,46,6682
spawn,6843339,1,272,249 canyon strata,1,0,1,157,767,1,17000,24296,0,0,0.5971,-0.1871,-0.2765,0.6981,89,46,6682
spawn,6843580,3,139,116 hilbert unfold,3,0,1,75,530,1,5875,7869,0,0,1.5147,0.2035,-0.2765,4.8869,46,97,6683
spawn,6843624,4,241,218 kelp forest,0,0,0,256,1493,1,17000,4395,0,0,1.4277,0.0000,0.0000,2.8923,46,97,6683
spawn,6843926,4,406,383 satin ripples,0,0,0,256,707,0,17000,30321,0,0,1.0751,0.0000,0.0000,1.4960,46,97,6683
spawn,6844595,4,629,606 burning ship,0,0,0,256,1301,0,17000,11818,0,0,1.3570,0.0000,0.0000,1.4960,97,160,6684
spawn,6845064,2,151,128 aggregate bloom,3,0,1,103,710,0,8507,28665,0,0,0.9296,0.2671,-0.0718,6.0837,97,160,6684
spawn,6845249,4,431,408 lowpoly terrain,0,0,0,256,852,1,17000,21249,0,0,1.3545,0.0000,0.0000,3.4907,97,160,6684
spawn,6845699,3,524,501 st elmos fire,3,0,1,111,638,1,5046,11279,38,0,0.9132,-0.2529,0.1729,0.0997,160,132,6685
spawn,6845927,1,299,276 marble kaleido,1,0,1,148,809,1,17000,7684,7,0,2.2352,0.1188,-0.0694,3.0917,160,132,6685
spawn,6846146,4,138,115 vega bulge,0,0,0,256,1057,1,17000,16394,0,0,1.3208,0.0000,0.0000,2.4933,160,132,6685
spawn,6846839,2,178,155 knot loom,2,0,1,110,1090,1,13750,26681,33,0,1.9478,0.0294,0.1635,3.0917,132,51,6686
spawn,6847243,4,449,426 fisheye grid,0,0,0,256,844,1,17000,6692,0,0,1.3093,0.0000,0.0000,1.1968,132,51,6686
spawn,6847952,3,497,474 storm front,2,0,1,98,1407,1,6312,15902,74,0,1.5680,0.2482,0.2741,4.2885,51,30,6687
spawn,6848193,4,373,350 fog banks,0,0,0,256,920,2,17000,32323,0,0,1.3800,0.0000,0.0000,1.3963,51,30,6687
spawn,6848763,1,304,281 feather mandala,1,0,1,145,1447,2,17000,24438,124,1,0.5519,-0.1894,0.1941,4.7872,30,148,6688
spawn,6849040,2,573,550 kites on strings,3,0,2,100,762,2,17000,7662,0,1,0.7757,0.0600,0.1659,0.3989,30,148,6688
spawn,6849107,4,420,397 pebble mosaic,0,0,0,256,1490,1,17000,20609,0,0,1.3652,0.0000,0.0000,0.0000,30,148,6688
spawn,6850487,3,618,595 mote swarm,3,0,1,72,781,1,7156,8027,0,0,1.5331,0.1235,0.1682,0.2992,148,38,6689
spawn,6850695,4,66,043 turing labyrinth,0,0,0,256,852,0,17000,32496,0,0,1.1170,0.0000,0.0000,3.5904,38,49,6690
spawn,6851030,2,572,549 paper planes,3,0,1,117,488,0,7453,18557,0,0,1.1370,0.1188,-0.1424,4.1888,38,49,6690
spawn,6851106,1,153,130 pentagrid,2,0,1,133,567,0,10937,14417,0,0,0.4411,0.0859,-0.1118,4.0891,38,49,6690
spawn,6851641,4,382,359 star cloud,0,0,0,256,609,0,17000,24492,0,0,1.1121,0.0000,0.0000,2.9920,49,102,6691
spawn,6852287,3,537,514 bead lightning,3,0,1,93,632,0,3707,7990,0,0,1.6912,0.2294,-0.1894,0.6981,49,102,6691
spawn,6852328,4,384,361 gas pillars,0,0,0,256,889,1,17000,16127,0,0,1.3068,0.0000,0.0000,6.0837,49,102,6691
spawn,6853120,1,147,124 poincare web,2,0,4,90,693,1,17000,29022,0,0,1.0015,-0.2012,0.0529,0.2992,102,35,6692
spawn,6853259,4,425,402 anodized sheen,0,0,0,256,658,2,17000,22946,0,0,1.3060,0.0000,0.0000,3.4907,102,35,6692
spawn,6853668,2,535,512 ball lightning drift,3,0,2,100,861,2,17000,8854,0,0,2.3214,-0.0129,0.1353,4.8869,35,45,6693
spawn,6853900,4,440,417 sun halo,0,0,0,256,794,0,17000,16110,0,0,1.0660,0.0000,0.0000,4.5877,35,45,6693
spawn,6854379,3,610,587 slow snow,3,0,1,88,582,0,4641,26247,131,2,1.4346,0.1871,0.0576,2.3936,35,45,6693
spawn,6854608,1,77,054 starfield warp,2,0,1,150,1450,0,10375,31830,106,0,1.9273,-0.2318,-0.1235,1.4960,35,45,6693
spawn,6854801,4,443,420 elliptic rings,0,0,0,256,850,2,17000,3923,0,0,1.1408,0.0000,0.0000,1.7952,45,27,6694
spawn,6855739,4,366,343 orbiting blobs,0,0,0,256,816,1,17000,16920,0,0,1.0816,0.0000,0.0000,0.4987,27,136,6695
spawn,6856285,3,597,574 matrix heavy top,2,0,1,102,679,1,4000,24039,152,2,1.4428,-0.1824,0.0741,2.8923,27,136,6695
spawn,6856673,4,493,470 sheet lightning,0,0,0,256,1516,2,17000,29705,0,0,1.2937,0.0000,0.0000,1.9947,27,136,6695
spawn,6856977,4,134,111 physarum veins,1,0,0,256,933,2,17000,8168,0,0,1.3044,0.0000,0.0000,2.8923,136,117,6696
spawn,6857217,4,403,380 dry lakebed,0,0,0,256,639,0,17000,23546,0,0,1.1597,0.0000,0.0000,5.4853,136,117,6696
spawn,6857622,2,549,526 lightning heart,3,0,1,140,926,0,7628,4828,0,0,1.7938,-0.2812,0.1165,2.0944,136,117,6696
spawn,6857884,3,564,541 comet trio,3,0,1,79,603,0,4285,15383,40,1,0.8249,-0.0741,0.2553,0.7979,117,90,6697
spawn,6857903,4,72,049 voronoi breath,0,0,0,256,1164,1,17000,31927,0,0,1.2164,0.0000,0.0000,4.3883,117,90,6697
spawn,6858464,4,343,320 membrane pores,1,0,0,256,782,2,17000,21387,0,0,1.1375,0.0000,0.0000,2.8923,117,90,6697
spawn,6859063,1,160,137 rutt etra relief,2,0,2,102,774,2,17000,2949,0,0,1.5804,-0.0812,0.0765,0.4987,90,150,6698
spawn,6859299,3,591,568 rack and pinion,3,0,2,84,648,2,9351,12142,0,2,1.6871,-0.1094,0.2271,2.7925,90,150,6698
spawn,6859337,4,374,351 rain veil,0,0,0,256,780,1,17000,29613,0,0,1.0866,0.0000,0.0000,2.7925,90,150,6698
spawn,6859872,2,61,038 guilloche rings,2,0,1,136,423,1,14093,24093,0,0,1.6707,-0.0247,-0.1376,0.1995,150,70,6699
spawn,6860196,4,14,asm,0,0,0,256,214,2,17000,13600,0,0,1.3364,0.0000,0.0000,2.6928,150,70,6699
spawn,6860456,4,120,097 magenta fireworks,0,0,0,256,744,0,17000,1907,0,0,1.2649,0.0000,0.0000,4.2885,150,70,6699
spawn,6861007,1,221,198 whirl nest,2,0,1,174,885,0,12968,20953,133,0,1.6563,0.1400,-0.0341,4.4880,70,128,6700
spawn,6861103,3,577,554 spinning tops,3,0,1,113,665,0,3879,11152,81,0,1.0364,-0.1471,-0.1424,0.0997,70,128,6700
spawn,6861305,4,335,312 membrane web,1,0,0,256,601,0,17000,29880,0,0,1.3899,0.0000,0.0000,5.0864,70,128,6700
spawn,6861713,4,388,365 dark nebula,0,0,0,256,782,1,17000,4666,0,0,1.0430,0.0000,0.0000,4.7872,70,128,6700
spawn,6862039,2,79,056 ribbon swarm,2,0,1,106,642,1,9593,29185,0,1,1.4326,0.0647,0.0765,3.9893,128,107,6701
spawn,6862366,1,342,319 lattice bloom,1,0,1,175,652,1,17000,16172,153,1,0.6628,0.1235,0.0129,1.7952,128,107,6701
spawn,6862646,4,309,286 mirror veil,1,0,0,256,1535,1,17000,11240,0,0,1.4359,0.0000,0.0000,4.6875,128,107,6701
spawn,6863399,3,325,302 cirrus streaks,2,0,1,103,299,1,7093,30096,55,0,2.3317,-0.1306,0.2271,1.1968,107,68,6702
spawn,6863537,2,114,091 diamond confetti,2,0,1,122,858,1,13406,20558,0,0,1.8513,0.2765,-0.2059,2.6928,107,68,6702
spawn,6863883,1,116,093 cathedral fan,2,0,1,146,833,1,17000,5765,125,1,1.9252,0.1188,0.2341,4.3883,68,149,6703
spawn,6864262,4,459,436 wet washes,0,0,0,256,642,1,17000,1390,0,0,1.3241,0.0000,0.0000,0.4987,68,149,6703
spawn,6864885,4,267,244 kite tiles,1,0,0,256,592,2,17000,20877,0,0,1.2304,0.0000,0.0000,6.2832,68,149,6703
spawn,6865336,1,519,496 storm horizon,2,0,2,108,1127,2,17000,3873,12,2,2.4713,-0.2012,0.0671,6.2832,149,109,6704
spawn,6865526,4,385,362 supernova shells,0,0,0,256,809,2,17000,27898,0,0,1.2189,0.0000,0.0000,0.0997,149,109,6704
spawn,6866367,4,438,415 rays through cloud,0,0,0,256,937,2,17000,15355,0,0,1.3644,0.0000,0.0000,0.2992,109,55,6705
spawn,6866765,3,571,548 soap bubbles,3,0,2,102,1327,2,9164,25258,177,1,0.4903,0.1941,-0.1824,1.6955,109,55,6705
spawn,6866918,2,39,016 shadebob rosette,2,0,2,102,1207,2,17000,1050,0,0,0.8270,-0.1259,-0.1659,1.0971,109,55,6705
spawn,6867338,1,161,138 soap bubbles,2,0,2,102,761,2,22000,6876,0,0,1.5455,-0.1659,-0.3000,2.4933,55,143,6706
spawn,6867413,4,154,131 times table,1,0,0,256,1414,1,20000,10972,0,0,1.2937,0.0000,0.0000,1.8949,55,143,6706
spawn,6868853,4,312,289 sea anemone,1,0,0,256,875,2,17000,32233,0,0,1.0718,0.0000,0.0000,3.3909,143,113,6707
spawn,6869224,2,602,579 matrix pileup,2,0,2,99,701,2,12000,13153,0,0,0.9809,-0.1329,-0.0341,3.4907,113,72,6708
spawn,6869307,4,452,429 soft argyle,0,0,0,256,677,0,17000,19665,0,0,1.2937,0.0000,0.0000,1.8949,113,72,6708
spawn,6869872,1,256,233 crinkled foil,1,0,1,163,474,0,13906,74,0,0,1.0672,-0.2812,-0.1941,3.3909,113,72,6708
spawn,6869999,3,539,516 skyline leaders,3,0,1,80,322,0,3849,7352,0,0,1.4243,-0.0153,-0.2694,1.5957,113,72,6708
spawn,6870063,4,69,046 rps trichrome,0,0,0,256,1529,0,17000,28174,0,0,1.2814,0.0000,0.0000,5.9840,72,123,6709
spawn,6870611,2,131,108 vega bulge,2,0,1,107,1196,0,5554,18086,0,0,0.4062,0.2247,0.0482,5.6848,72,123,6709
spawn,6871370,3,223,200 lorenz ribbon,2,0,1,76,399,0,4072,21907,71,0,0.4883,-0.0553,-0.0506,5.0864,123,83,6710
spawn,6871416,1,270,247 pearl curtain,1,0,1,170,672,0,13468,10855,0,2,0.4903,-0.0906,0.0529,0.4987,123,83,6710
spawn,6871614,4,227,204 woven field,1,0,0,256,758,1,17000,3535,0,0,1.3636,0.0000,0.0000,4.8869,123,83,6710
spawn,6871934,4,292,269 velvet folds,1,0,0,256,780,2,17000,30052,0,0,1.4244,0.0000,0.0000,0.4987,123,83,6710
spawn,6872174,4,183,160 chrome relief,0,0,0,256,1543,0,17000,6818,0,0,1.2616,0.0000,0.0000,3.9893,83,32,6711
spawn,6872804,1,321,298 corner rays,1,0,1,143,822,0,14125,23278,0,0,0.5930,0.2953,0.2835,2.2939,83,32,6711
spawn,6872935,2,141,118 harmonic lantern,2,0,1,131,1448,0,7136,31778,56,1,1.9765,-0.1588,-0.0082,5.2859,83,32,6711
spawn,6873141,3,137,114 khatim weave,2,0,1,104,631,0,4783,10055,0,0,1.5639,-0.2788,-0.2529,3.9893,32,152,6712
spawn,6873810,4,275,252 fog banks,0,0,0,256,697,0,17000,15031,0,0,1.4367,0.0000,0.0000,2.7925,32,152,6712
spawn,6874334,1,174,151 chladni filaments,2,0,1,164,735,0,10937,27258,0,0,0.5067,-0.1894,-0.2624,5.1861,152,43,6713
spawn,6874482,4,378,355 heat shimmer,0,0,0,256,780,1,17000,20531,0,0,1.3570,0.0000,0.0000,0.9973,152,43,6713
spawn,6875068,3,611,588 pollen drift,3,0,1,87,486,1,6828,7178,137,1,2.0545,-0.2624,0.2388,4.9867,152,43,6713
spawn,6875388,4,482,459 soft kaleido,0,0,0,256,980,1,17000,15407,0,0,1.1762,0.0000,0.0000,2.1941,43,69,6714
spawn,6875893,2,621,598 rain glints,3,0,1,131,744,1,14468,2220,141,0,1.7343,-0.1847,-0.1000,0.2992,43,69,6714
spawn,6876027,1,278,255 lotus layers,1,0,1,151,962,1,17000,23903,0,0,2.3809,-0.2506,-0.0694,4.8869,43,69,6714
spawn,6876405,4,377,354 rolling mist,0,0,0,256,693,2,17000,9818,0,0,1.3816,0.0000,0.0000,1.5957,69,58,6715
spawn,6876886,3,142,119 rose window,2,0,1,95,901,2,9726,16909,0,0,1.7815,-0.0529,0.0482,4.4880,69,58,6715
spawn,6877205,4,470,447 malachite,0,0,0,256,708,0,17000,3455,0,0,1.0915,0.0000,0.0000,3.3909,58,2,6716
spawn,6877778,1,536,513 rolling front,2,0,1,131,774,0,13093,25163,0,0,1.6399,-0.2600,0.2906,3.0917,58,2,6716
spawn,6877893,2,506,483 sea lightning,3,0,1,124,910,0,7119,32177,180,0,2.4692,0.2106,0.2412,6.0837,58,2,6716
spawn,6878003,4,293,270 tapestry bands,1,0,0,256,707,0,17000,8690,0,0,1.1425,0.0000,0.0000,1.2965,58,2,6716
spawn,6878420,4,487,464 gradient mesh,0,0,0,256,658,1,17000,16526,0,0,1.1729,0.0000,0.0000,0.9973,2,85,6717
spawn,6879107,4,92,069 pillar hall,1,0,0,256,1227,2,17000,6466,0,0,1.1449,0.0000,0.0000,3.2912,2,85,6717
spawn,6879431,4,631,608 lyapunov,0,0,0,256,1460,1,17000,21752,0,0,1.3036,0.0000,0.0000,0.1995,85,103,6718
spawn,6879896,1,339,316 frost star,1,0,1,156,541,1,17000,6425,33,0,1.3648,0.1894,0.0200,0.8976,85,103,6718
spawn,6880192,2,165,142 attractor smoke,3,0,4,90,702,1,14906,32128,0,0,1.9047,0.1565,-0.0224,2.8923,85,103,6718
spawn,6880289,3,551,528 lightning comet,3,0,1,72,570,1,6265,13761,0,0,0.6792,-0.0647,-0.0953,3.1915,103,91,6719
spawn,6880475,4,401,378 wind streaks,0,0,0,256,629,1,17000,18505,0,0,1.2592,0.0000,0.0000,0.6981,103,91,6719
spawn,6881078,1,175,152 pentagrid lattice,2,0,1,155,869,1,17000,24653,0,0,0.8290,-0.1988,0.0012,2.4933,103,91,6719
spawn,6881236,4,439,416 fan blades,0,0,0,256,549,2,17000,7375,0,0,1.2419,0.0000,0.0000,2.7925,103,91,6719
spawn,6881641,2,507,484 lightning ring,3,0,2,102,1023,2,17000,17024,13,0,1.4531,-0.0035,-0.0859,1.0971,91,8,6720
spawn,6881829,4,467,444 ink wash gradient,0,0,0,256,745,0,17000,1288,0,0,1.4071,0.0000,0.0000,0.7979,91,8,6720
spawn,6882337,3,569,546 floating lanterns,3,0,1,108,539,0,3849,11033,0,2,2.0977,0.0129,-0.1424,5.7845,8,79,6721
spawn,6882731,4,414,391 glass shards,0,0,0,256,1048,2,17000,28551,0,0,1.4260,0.0000,0.0000,3.6901,8,79,6721
spawn,6883459,1,337,314 tentacle curtain,1,0,1,161,655,2,17000,7665,0,0,1.1985,0.2459,-0.1376,3.3909,79,6,6722
spawn,6883778,4,380,357 twilight glow,0,0,0,256,690,1,17000,16541,0,0,1.0488,0.0000,0.0000,0.6981,79,6,6722
spawn,6884552,3,187,164 kolam loom,3,0,1,79,1021,1,5468,24497,33,0,1.6953,0.2624,0.3000,5.6848,6,66,6723
spawn,6884556,4,305,282 comb jelly,1,0,0,256,624,2,17000,31870,0,0,1.3907,0.0000,0.0000,2.1941,6,66,6723
spawn,6885173,4,87,064 starburst forge,0,0,0,256,1015,0,17000,15287,0,0,1.0660,0.0000,0.0000,3.6901,6,66,6723
spawn,6885565,2,565,542 satellite orbits,3,0,4,90,339,0,7541,3776,0,0,1.0774,-0.1541,0.1800,3.1915,66,110,6724
spawn,6885778,1,149,126 orbit lace,2,0,1,158,1052,0,8000,9441,0,0,2.1531,0.2741,-0.2718,2.2939,66,110,6724
spawn,6886181,4,391,368 pool caustics,0,0,0,256,700,2,17000,20686,0,0,1.2296,0.0000,0.0000,2.6928,66,110,6724
spawn,6886522,3,104,081 poly morph,2,0,4,90,314,2,7734,30917,0,0,1.2191,0.2247,-0.1212,3.9893,110,50,6725
spawn,6886857,2,590,567 rolling pinions,2,0,2,118,535,2,17000,14927,46,0,0.5786,0.0459,0.2153,1.3963,110,50,6725
spawn,6887031,4,402,379 raked garden,0,0,0,256,990,2,17000,26143,0,0,1.3718,0.0000,0.0000,1.9947,110,50,6725
spawn,6887561,1,186,163 droste spiral,2,0,1,160,887,2,17000,2144,41,2,2.0874,0.1212,-0.1729,0.0000,50,125,6726
spawn,6887927,3,533,510 lissajous bolt,3,0,2,84,312,2,10593,12643,49,0,1.6933,0.2741,-0.2906,6.0837,50,125,6726
spawn,6888047,4,397,374 god rays,0,0,0,256,813,2,17000,31245,0,0,1.4014,0.0000,0.0000,6.0837,50,125,6726
spawn,6888886,2,547,524 orbiting balls,3,0,2,108,709,2,17000,14796,0,0,1.9026,-0.0200,0.2176,0.8976,125,75,6727
spawn,6888927,4,25,002 p4m quilt,0,0,0,256,1535,0,17000,25144,0,0,1.4071,0.0000,0.0000,2.1941,125,75,6727
spawn,6889456,3,614,591 star trails,3,0,1,73,589,0,4550,5034,125,1,1.4798,0.0647,0.2624,2.7925,125,75,6727
spawn,6889704,4,360,337 plasma bloom,0,0,0,256,689,1,17000,21031,0,0,1.0611,0.0000,0.0000,0.6981,75,74,6728
